# ---------------------------------- WARNING ----------------------------------------								
# Some of the data that you have obtained from this U.S. Geological Survey database								
# may not have received Director's approval. Any such data values are qualified								
# as provisional and are subject to revision. Provisional data are released on the								
# condition that neither the USGS nor the United States Government may be held liable								
# for any damages resulting from its use.								
#								
# Additional info: https://help.waterdata.usgs.gov/policies/provisional-data-statement								
#								
# File-format description:  https://help.waterdata.usgs.gov/faq/about-tab-delimited-output								
# Automated-retrieval info: https://help.waterdata.usgs.gov/faq/automated-retrievals								
#								
# Contact:   gs-w_support_nwisweb@usgs.gov								
# retrieved: 2021-04-04 23:16:06 EDT       (caww01)								
#								
# Data for the following 1 site(s) are contained in this file								
"#    USGS 02087500 NEUSE RIVER NEAR CLAYTON, NC"								
# -----------------------------------------------------------------------------------								
agency_cd	site_no	datetime	" Discharge, cubic feet per second (Maximum)"	"Discharge, cubic feet per second (Minimum)"	"Discharge, cubic feet per second (Minimum)"	"Gage height, feet (Maximum)"	"Gage height, feet (Minimum)"	" Gage height, feet (Mean)"
USGS	2087500	7/5/1929			1360			
USGS	2087500	7/6/1929			1010			
USGS	2087500	7/7/1929			899			
USGS	2087500	7/8/1929			739			
USGS	2087500	7/9/1929			687			
USGS	2087500	7/10/1929			739			
USGS	2087500	7/11/1929			739			
USGS	2087500	7/12/1929			1010			
USGS	2087500	7/13/1929			2390			
USGS	2087500	7/14/1929			4910			
USGS	2087500	7/15/1929			4710			
USGS	2087500	7/16/1929			4910			
USGS	2087500	7/17/1929			2820			
USGS	2087500	7/18/1929			1360			
USGS	2087500	7/19/1929			1240			
USGS	2087500	7/20/1929			3320			
USGS	2087500	7/21/1929			3320			
USGS	2087500	7/22/1929			2300			
USGS	2087500	7/23/1929			1610			
USGS	2087500	7/24/1929			1180			
USGS	2087500	7/25/1929			899			
USGS	2087500	7/26/1929			1010			
USGS	2087500	7/27/1929			899			
USGS	2087500	7/28/1929			687			
USGS	2087500	7/29/1929			636			
USGS	2087500	7/30/1929			586			
USGS	2087500	7/31/1929			687			
USGS	2087500	8/1/1929			1050			
USGS	2087500	8/2/1929			1680			
USGS	2087500	8/3/1929			1180			
USGS	2087500	8/4/1929			792			
USGS	2087500	8/5/1929			687			
USGS	2087500	8/6/1929			538			
USGS	2087500	8/7/1929			468			
USGS	2087500	8/8/1929			538			
USGS	2087500	8/9/1929			1180			
USGS	2087500	8/10/1929			2300			
USGS	2087500	8/11/1929			1480			
USGS	2087500	8/12/1929			2440			
USGS	2087500	8/13/1929			2010			
USGS	2087500	8/14/1929			1240			
USGS	2087500	8/15/1929			1060			
USGS	2087500	8/16/1929			1060			
USGS	2087500	8/17/1929			792			
USGS	2087500	8/18/1929			687			
USGS	2087500	8/19/1929			687			
USGS	2087500	8/20/1929			739			
USGS	2087500	8/21/1929			792			
USGS	2087500	8/22/1929			636			
USGS	2087500	8/23/1929			538			
USGS	2087500	8/24/1929			514			
USGS	2087500	8/25/1929			931			
USGS	2087500	8/26/1929			1680			
USGS	2087500	8/27/1929			2440			
USGS	2087500	8/28/1929			1540			
USGS	2087500	8/29/1929			899			
USGS	2087500	8/30/1929			792			
USGS	2087500	8/31/1929			899			
USGS	2087500	9/1/1929			899			
USGS	2087500	9/2/1929			687			
USGS	2087500	9/3/1929			586			
USGS	2087500	9/4/1929			586			
USGS	2087500	9/5/1929			586			
USGS	2087500	9/6/1929			514			
USGS	2087500	9/7/1929			491			
USGS	2087500	9/8/1929			491			
USGS	2087500	9/9/1929			468			
USGS	2087500	9/10/1929			446			
USGS	2087500	9/11/1929			424			
USGS	2087500	9/12/1929			382			
USGS	2087500	9/13/1929			382			
USGS	2087500	9/14/1929			467			
USGS	2087500	9/15/1929			446			
USGS	2087500	9/16/1929			446			
USGS	2087500	9/17/1929			586			
USGS	2087500	9/18/1929			468			
USGS	2087500	9/19/1929			446			
USGS	2087500	9/20/1929			446			
USGS	2087500	9/21/1929			446			
USGS	2087500	9/22/1929			424			
USGS	2087500	9/23/1929			424			
USGS	2087500	9/24/1929			491			
USGS	2087500	9/25/1929			538			
USGS	2087500	9/26/1929			514			
USGS	2087500	9/27/1929			514			
USGS	2087500	9/28/1929			491			
USGS	2087500	9/29/1929			446			
USGS	2087500	9/30/1929			586			
USGS	2087500	10/1/1929			8570			
USGS	2087500	10/2/1929			17200			
USGS	2087500	10/3/1929			21600			
USGS	2087500	10/4/1929			17200			
USGS	2087500	10/5/1929			14000			
USGS	2087500	10/6/1929			13800			
USGS	2087500	10/7/1929			13000			
USGS	2087500	10/8/1929			11000			
USGS	2087500	10/9/1929			8030			
USGS	2087500	10/10/1929			2540			
USGS	2087500	10/11/1929			1100			
USGS	2087500	10/12/1929			980			
USGS	2087500	10/13/1929			750			
USGS	2087500	10/14/1929			695			
USGS	2087500	10/15/1929			645			
USGS	2087500	10/16/1929			595			
USGS	2087500	10/17/1929			595			
USGS	2087500	10/18/1929			570			
USGS	2087500	10/19/1929			545			
USGS	2087500	10/20/1929			545			
USGS	2087500	10/21/1929			545			
USGS	2087500	10/22/1929			7020			
USGS	2087500	10/23/1929			6970			
USGS	2087500	10/24/1929			1890			
USGS	2087500	10/25/1929			1160			
USGS	2087500	10/26/1929			750			
USGS	2087500	10/27/1929			860			
USGS	2087500	10/28/1929			695			
USGS	2087500	10/29/1929			645			
USGS	2087500	10/30/1929			645			
USGS	2087500	10/31/1929			695			
USGS	2087500	11/1/1929			695			
USGS	2087500	11/2/1929			695			
USGS	2087500	11/3/1929			750			
USGS	2087500	11/4/1929			3920			
USGS	2087500	11/5/1929			6700			
USGS	2087500	11/6/1929			5400			
USGS	2087500	11/7/1929			3800			
USGS	2087500	11/8/1929			1890			
USGS	2087500	11/9/1929			1420			
USGS	2087500	11/10/1929			1220			
USGS	2087500	11/11/1929			1100			
USGS	2087500	11/12/1929			1100			
USGS	2087500	11/13/1929			1540			
USGS	2087500	11/14/1929			1750			
USGS	2087500	11/15/1929			1890			
USGS	2087500	11/16/1929			1350			
USGS	2087500	11/17/1929			1100			
USGS	2087500	11/18/1929			1100			
USGS	2087500	11/19/1929			1100			
USGS	2087500	11/20/1929			1040			
USGS	2087500	11/21/1929			980			
USGS	2087500	11/22/1929			860			
USGS	2087500	11/23/1929			860			
USGS	2087500	11/24/1929			1100			
USGS	2087500	11/25/1929			1220			
USGS	2087500	11/26/1929			1890			
USGS	2087500	11/27/1929			3980			
USGS	2087500	11/28/1929			3300			
USGS	2087500	11/29/1929			1960			
USGS	2087500	11/30/1929			1350			
USGS	2087500	12/1/1929			1220			
USGS	2087500	12/2/1929			1350			
USGS	2087500	12/3/1929			3300			
USGS	2087500	12/4/1929			4250			
USGS	2087500	12/5/1929			3380			
USGS	2087500	12/6/1929			2500			
USGS	2087500	12/7/1929			1890			
USGS	2087500	12/8/1929			1610			
USGS	2087500	12/9/1929			1420			
USGS	2087500	12/10/1929			1220			
USGS	2087500	12/11/1929			1160			
USGS	2087500	12/12/1929			1100			
USGS	2087500	12/13/1929			1040			
USGS	2087500	12/14/1929			1040			
USGS	2087500	12/15/1929			980			
USGS	2087500	12/16/1929			980			
USGS	2087500	12/17/1929			980			
USGS	2087500	12/18/1929			980			
USGS	2087500	12/19/1929			1220			
USGS	2087500	12/20/1929			1350			
USGS	2087500	12/21/1929			1280			
USGS	2087500	12/22/1929			1220			
USGS	2087500	12/23/1929			1280			
USGS	2087500	12/24/1929			1610			
USGS	2087500	12/25/1929			1750			
USGS	2087500	12/26/1929			1220			
USGS	2087500	12/27/1929			1040			
USGS	2087500	12/28/1929			860			
USGS	2087500	12/29/1929			860			
USGS	2087500	12/30/1929			860			
USGS	2087500	12/31/1929			920			
USGS	2087500	1/1/1930			980			
USGS	2087500	1/2/1930			750			
USGS	2087500	1/3/1930			750			
USGS	2087500	1/4/1930			860			
USGS	2087500	1/5/1930			860			
USGS	2087500	1/6/1930			805			
USGS	2087500	1/7/1930			860			
USGS	2087500	1/8/1930			805			
USGS	2087500	1/9/1930			750			
USGS	2087500	1/10/1930			695			
USGS	2087500	1/11/1930			645			
USGS	2087500	1/12/1930			645			
USGS	2087500	1/13/1930			695			
USGS	2087500	1/14/1930			860			
USGS	2087500	1/15/1930			750			
USGS	2087500	1/16/1930			980			
USGS	2087500	1/17/1930			1350			
USGS	2087500	1/18/1930			1960			
USGS	2087500	1/19/1930			2980			
USGS	2087500	1/20/1930			3620			
USGS	2087500	1/21/1930			2660			
USGS	2087500	1/22/1930			1750			
USGS	2087500	1/23/1930			2260			
USGS	2087500	1/24/1930			2500			
USGS	2087500	1/25/1930			1960			
USGS	2087500	1/26/1930			1540			
USGS	2087500	1/27/1930			1350			
USGS	2087500	1/28/1930			1220			
USGS	2087500	1/29/1930			1220			
USGS	2087500	1/30/1930			1220			
USGS	2087500	1/31/1930			1220			
USGS	2087500	2/1/1930			1220			
USGS	2087500	2/2/1930			1350			
USGS	2087500	2/3/1930			2040			
USGS	2087500	2/4/1930			3060			
USGS	2087500	2/5/1930			4700			
USGS	2087500	2/6/1930			4610			
USGS	2087500	2/7/1930			4610			
USGS	2087500	2/8/1930			4160			
USGS	2087500	2/9/1930			2120			
USGS	2087500	2/10/1930			1480			
USGS	2087500	2/11/1930			1280			
USGS	2087500	2/12/1930			1160			
USGS	2087500	2/13/1930			1100			
USGS	2087500	2/14/1930			1160			
USGS	2087500	2/15/1930			1220			
USGS	2087500	2/16/1930			1350			
USGS	2087500	2/17/1930			1220			
USGS	2087500	2/18/1930			1100			
USGS	2087500	2/19/1930			1040			
USGS	2087500	2/20/1930			980			
USGS	2087500	2/21/1930			980			
USGS	2087500	2/22/1930			920			
USGS	2087500	2/23/1930			920			
USGS	2087500	2/24/1930			980			
USGS	2087500	2/25/1930			920			
USGS	2087500	2/26/1930			980			
USGS	2087500	2/27/1930			920			
USGS	2087500	2/28/1930			860			
USGS	2087500	3/1/1930			860			
USGS	2087500	3/2/1930			860			
USGS	2087500	3/3/1930			860			
USGS	2087500	3/4/1930			805			
USGS	2087500	3/5/1930			750			
USGS	2087500	3/6/1930			750			
USGS	2087500	3/7/1930			920			
USGS	2087500	3/8/1930			1480			
USGS	2087500	3/9/1930			1610			
USGS	2087500	3/10/1930			1350			
USGS	2087500	3/11/1930			1100			
USGS	2087500	3/12/1930			920			
USGS	2087500	3/13/1930			805			
USGS	2087500	3/14/1930			750			
USGS	2087500	3/15/1930			695			
USGS	2087500	3/16/1930			695			
USGS	2087500	3/17/1930			695			
USGS	2087500	3/18/1930			695			
USGS	2087500	3/19/1930			695			
USGS	2087500	3/20/1930			860			
USGS	2087500	3/21/1930			920			
USGS	2087500	3/22/1930			860			
USGS	2087500	3/23/1930			750			
USGS	2087500	3/24/1930			695			
USGS	2087500	3/25/1930			695			
USGS	2087500	3/26/1930			645			
USGS	2087500	3/27/1930			645			
USGS	2087500	3/28/1930			645			
USGS	2087500	3/29/1930			695			
USGS	2087500	3/30/1930			645			
USGS	2087500	3/31/1930			620			
USGS	2087500	4/1/1930			595			
USGS	2087500	4/2/1930			570			
USGS	2087500	4/3/1930			620			
USGS	2087500	4/4/1930			860			
USGS	2087500	4/5/1930			980			
USGS	2087500	4/6/1930			1100			
USGS	2087500	4/7/1930			2580			
USGS	2087500	4/8/1930			2340			
USGS	2087500	4/9/1930			1610			
USGS	2087500	4/10/1930			1100			
USGS	2087500	4/11/1930			920			
USGS	2087500	4/12/1930			860			
USGS	2087500	4/13/1930			805			
USGS	2087500	4/14/1930			750			
USGS	2087500	4/15/1930			750			
USGS	2087500	4/16/1930			860			
USGS	2087500	4/17/1930			750			
USGS	2087500	4/18/1930			750			
USGS	2087500	4/19/1930			860			
USGS	2087500	4/20/1930			1160			
USGS	2087500	4/21/1930			1100			
USGS	2087500	4/22/1930			920			
USGS	2087500	4/23/1930			750			
USGS	2087500	4/24/1930			645			
USGS	2087500	4/25/1930			595			
USGS	2087500	4/26/1930			545			
USGS	2087500	4/27/1930			545			
USGS	2087500	4/28/1930			545			
USGS	2087500	4/29/1930			522			
USGS	2087500	4/30/1930			545			
USGS	2087500	5/1/1930			545			
USGS	2087500	5/2/1930			545			
USGS	2087500	5/3/1930			522			
USGS	2087500	5/4/1930			500			
USGS	2087500	5/5/1930			480			
USGS	2087500	5/6/1930			480			
USGS	2087500	5/7/1930			480			
USGS	2087500	5/8/1930			460			
USGS	2087500	5/9/1930			480			
USGS	2087500	5/10/1930			460			
USGS	2087500	5/11/1930			420			
USGS	2087500	5/12/1930			420			
USGS	2087500	5/13/1930			420			
USGS	2087500	5/14/1930			440			
USGS	2087500	5/15/1930			545			
USGS	2087500	5/16/1930			695			
USGS	2087500	5/17/1930			805			
USGS	2087500	5/18/1930			545			
USGS	2087500	5/19/1930			460			
USGS	2087500	5/20/1930			522			
USGS	2087500	5/21/1930			920			
USGS	2087500	5/22/1930			695			
USGS	2087500	5/23/1930			570			
USGS	2087500	5/24/1930			545			
USGS	2087500	5/25/1930			480			
USGS	2087500	5/26/1930			346			
USGS	2087500	5/27/1930			346			
USGS	2087500	5/28/1930			312			
USGS	2087500	5/29/1930			312			
USGS	2087500	5/30/1930			500			
USGS	2087500	5/31/1930			480			
USGS	2087500	6/1/1930			420			
USGS	2087500	6/2/1930			364			
USGS	2087500	6/3/1930			346			
USGS	2087500	6/4/1930			312			
USGS	2087500	6/5/1930			296			
USGS	2087500	6/6/1930			382			
USGS	2087500	6/7/1930			750			
USGS	2087500	6/8/1930			1100			
USGS	2087500	6/9/1930			2120			
USGS	2087500	6/10/1930			2190			
USGS	2087500	6/11/1930			980			
USGS	2087500	6/12/1930			695			
USGS	2087500	6/13/1930			570			
USGS	2087500	6/14/1930			545			
USGS	2087500	6/15/1930			480			
USGS	2087500	6/16/1930			440			
USGS	2087500	6/17/1930			440			
USGS	2087500	6/18/1930			2200			
USGS	2087500	6/19/1930			4340			
USGS	2087500	6/20/1930			3890			
USGS	2087500	6/21/1930			1680			
USGS	2087500	6/22/1930			750			
USGS	2087500	6/23/1930			522			
USGS	2087500	6/24/1930			440			
USGS	2087500	6/25/1930			420			
USGS	2087500	6/26/1930			420			
USGS	2087500	6/27/1930			440			
USGS	2087500	6/28/1930			401			
USGS	2087500	6/29/1930			364			
USGS	2087500	6/30/1930			346			
USGS	2087500	7/1/1930			346			
USGS	2087500	7/2/1930			420			
USGS	2087500	7/3/1930			545			
USGS	2087500	7/4/1930			595			
USGS	2087500	7/5/1930			440			
USGS	2087500	7/6/1930			382			
USGS	2087500	7/7/1930			312			
USGS	2087500	7/8/1930			312			
USGS	2087500	7/9/1930			296			
USGS	2087500	7/10/1930			250			
USGS	2087500	7/11/1930			213			
USGS	2087500	7/12/1930			192			
USGS	2087500	7/13/1930			234			
USGS	2087500	7/14/1930			603			
USGS	2087500	7/15/1930			401			
USGS	2087500	7/16/1930			1260			
USGS	2087500	7/17/1930			860			
USGS	2087500	7/18/1930			860			
USGS	2087500	7/19/1930			1820			
USGS	2087500	7/20/1930			3300			
USGS	2087500	7/21/1930			2040			
USGS	2087500	7/22/1930			695			
USGS	2087500	7/23/1930			545			
USGS	2087500	7/24/1930			753			
USGS	2087500	7/25/1930			570			
USGS	2087500	7/26/1930			545			
USGS	2087500	7/27/1930			500			
USGS	2087500	7/28/1930			440			
USGS	2087500	7/29/1930			401			
USGS	2087500	7/30/1930			420			
USGS	2087500	7/31/1930			535			
USGS	2087500	8/1/1930			1020			
USGS	2087500	8/2/1930			595			
USGS	2087500	8/3/1930			382			
USGS	2087500	8/4/1930			296			
USGS	2087500	8/5/1930			280			
USGS	2087500	8/6/1930			250			
USGS	2087500	8/7/1930			280			
USGS	2087500	8/8/1930			265			
USGS	2087500	8/9/1930			250			
USGS	2087500	8/10/1930			237			
USGS	2087500	8/11/1930			213			
USGS	2087500	8/12/1930			250			
USGS	2087500	8/13/1930			192			
USGS	2087500	8/14/1930			182			
USGS	2087500	8/15/1930			202			
USGS	2087500	8/16/1930			237			
USGS	2087500	8/17/1930			224			
USGS	2087500	8/18/1930			401			
USGS	2087500	8/19/1930			364			
USGS	2087500	8/20/1930			237			
USGS	2087500	8/21/1930			224			
USGS	2087500	8/22/1930			224			
USGS	2087500	8/23/1930			224			
USGS	2087500	8/24/1930			182			
USGS	2087500	8/25/1930			164			
USGS	2087500	8/26/1930			224			
USGS	2087500	8/27/1930			202			
USGS	2087500	8/28/1930			182			
USGS	2087500	8/29/1930			192			
USGS	2087500	8/30/1930			182			
USGS	2087500	8/31/1930			164			
USGS	2087500	9/1/1930			148			
USGS	2087500	9/2/1930			148			
USGS	2087500	9/3/1930			148			
USGS	2087500	9/4/1930			140			
USGS	2087500	9/5/1930			148			
USGS	2087500	9/6/1930			132			
USGS	2087500	9/7/1930			125			
USGS	2087500	9/8/1930			592			
USGS	2087500	9/9/1930			750			
USGS	2087500	9/10/1930			364			
USGS	2087500	9/11/1930			265			
USGS	2087500	9/12/1930			237			
USGS	2087500	9/13/1930			224			
USGS	2087500	9/14/1930			440			
USGS	2087500	9/15/1930			265			
USGS	2087500	9/16/1930			312			
USGS	2087500	9/17/1930			250			
USGS	2087500	9/18/1930			224			
USGS	2087500	9/19/1930			213			
USGS	2087500	9/20/1930			213			
USGS	2087500	9/21/1930			192			
USGS	2087500	9/22/1930			202			
USGS	2087500	9/23/1930			250			
USGS	2087500	9/24/1930			202			
USGS	2087500	9/25/1930			192			
USGS	2087500	9/26/1930			192			
USGS	2087500	9/27/1930			182			
USGS	2087500	9/28/1930			164			
USGS	2087500	9/29/1930			140			
USGS	2087500	9/30/1930			164			
USGS	2087500	10/1/1930			347			
USGS	2087500	10/2/1930			173			
USGS	2087500	10/3/1930			132			
USGS	2087500	10/4/1930			125			
USGS	2087500	10/5/1930			125			
USGS	2087500	10/6/1930			98			
USGS	2087500	10/7/1930			87			
USGS	2087500	10/8/1930			87			
USGS	2087500	10/9/1930			118			
USGS	2087500	10/10/1930			118			
USGS	2087500	10/11/1930			118			
USGS	2087500	10/12/1930			111			
USGS	2087500	10/13/1930			116			
USGS	2087500	10/14/1930			257			
USGS	2087500	10/15/1930			299			
USGS	2087500	10/16/1930			440			
USGS	2087500	10/17/1930			296			
USGS	2087500	10/18/1930			237			
USGS	2087500	10/19/1930			192			
USGS	2087500	10/20/1930			132			
USGS	2087500	10/21/1930			173			
USGS	2087500	10/22/1930			182			
USGS	2087500	10/23/1930			156			
USGS	2087500	10/24/1930			156			
USGS	2087500	10/25/1930			164			
USGS	2087500	10/26/1930			148			
USGS	2087500	10/27/1930			125			
USGS	2087500	10/28/1930			164			
USGS	2087500	10/29/1930			213			
USGS	2087500	10/30/1930			329			
USGS	2087500	10/31/1930			296			
USGS	2087500	11/1/1930			237			
USGS	2087500	11/2/1930			213			
USGS	2087500	11/3/1930			164			
USGS	2087500	11/4/1930			404			
USGS	2087500	11/5/1930			750			
USGS	2087500	11/6/1930			575			
USGS	2087500	11/7/1930			480			
USGS	2087500	11/8/1930			364			
USGS	2087500	11/9/1930			280			
USGS	2087500	11/10/1930			250			
USGS	2087500	11/11/1930			312			
USGS	2087500	11/12/1930			250			
USGS	2087500	11/13/1930			250			
USGS	2087500	11/14/1930			280			
USGS	2087500	11/15/1930			265			
USGS	2087500	11/16/1930			237			
USGS	2087500	11/17/1930			202			
USGS	2087500	11/18/1930			312			
USGS	2087500	11/19/1930			250			
USGS	2087500	11/20/1930			280			
USGS	2087500	11/21/1930			312			
USGS	2087500	11/22/1930			296			
USGS	2087500	11/23/1930			224			
USGS	2087500	11/24/1930			192			
USGS	2087500	11/25/1930			280			
USGS	2087500	11/26/1930			237			
USGS	2087500	11/27/1930			213			
USGS	2087500	11/28/1930			202			
USGS	2087500	11/29/1930			202			
USGS	2087500	11/30/1930			192			
USGS	2087500	12/1/1930			265			
USGS	2087500	12/2/1930			401			
USGS	2087500	12/3/1930			296			
USGS	2087500	12/4/1930			280			
USGS	2087500	12/5/1930			280			
USGS	2087500	12/6/1930			329			
USGS	2087500	12/7/1930			695			
USGS	2087500	12/8/1930			920			
USGS	2087500	12/9/1930			920			
USGS	2087500	12/10/1930			595			
USGS	2087500	12/11/1930			440			
USGS	2087500	12/12/1930			382			
USGS	2087500	12/13/1930			346			
USGS	2087500	12/14/1930			280			
USGS	2087500	12/15/1930			280			
USGS	2087500	12/16/1930			312			
USGS	2087500	12/17/1930			296			
USGS	2087500	12/18/1930			312			
USGS	2087500	12/19/1930			420			
USGS	2087500	12/20/1930			595			
USGS	2087500	12/21/1930			645			
USGS	2087500	12/22/1930			695			
USGS	2087500	12/23/1930			695			
USGS	2087500	12/24/1930			620			
USGS	2087500	12/25/1930			500			
USGS	2087500	12/26/1930			645			
USGS	2087500	12/27/1930			1870			
USGS	2087500	12/28/1930			2500			
USGS	2087500	12/29/1930			2660			
USGS	2087500	12/30/1930			1870			
USGS	2087500	12/31/1930			1220			
USGS	2087500	1/1/1931			980			
USGS	2087500	1/2/1931			805			
USGS	2087500	1/3/1931			645			
USGS	2087500	1/4/1931			620			
USGS	2087500	1/5/1931			620			
USGS	2087500	1/6/1931			805			
USGS	2087500	1/7/1931			1220			
USGS	2087500	1/8/1931			1220			
USGS	2087500	1/9/1931			860			
USGS	2087500	1/10/1931			645			
USGS	2087500	1/11/1931			595			
USGS	2087500	1/12/1931			750			
USGS	2087500	1/13/1931			1680			
USGS	2087500	1/14/1931			1610			
USGS	2087500	1/15/1931			1350			
USGS	2087500	1/16/1931			980			
USGS	2087500	1/17/1931			860			
USGS	2087500	1/18/1931			860			
USGS	2087500	1/19/1931			1100			
USGS	2087500	1/20/1931			1540			
USGS	2087500	1/21/1931			1610			
USGS	2087500	1/22/1931			1160			
USGS	2087500	1/23/1931			860			
USGS	2087500	1/24/1931			750			
USGS	2087500	1/25/1931			695			
USGS	2087500	1/26/1931			695			
USGS	2087500	1/27/1931			645			
USGS	2087500	1/28/1931			595			
USGS	2087500	1/29/1931			545			
USGS	2087500	1/30/1931			522			
USGS	2087500	1/31/1931			500			
USGS	2087500	2/1/1931			480			
USGS	2087500	2/2/1931			460			
USGS	2087500	2/3/1931			440			
USGS	2087500	2/4/1931			440			
USGS	2087500	2/5/1931			420			
USGS	2087500	2/6/1931			420			
USGS	2087500	2/7/1931			420			
USGS	2087500	2/8/1931			401			
USGS	2087500	2/9/1931			420			
USGS	2087500	2/10/1931			522			
USGS	2087500	2/11/1931			480			
USGS	2087500	2/12/1931			460			
USGS	2087500	2/13/1931			440			
USGS	2087500	2/14/1931			460			
USGS	2087500	2/15/1931			500			
USGS	2087500	2/16/1931			480			
USGS	2087500	2/17/1931			480			
USGS	2087500	2/18/1931			500			
USGS	2087500	2/19/1931			545			
USGS	2087500	2/20/1931			570			
USGS	2087500	2/21/1931			570			
USGS	2087500	2/22/1931			570			
USGS	2087500	2/23/1931			570			
USGS	2087500	2/24/1931			500			
USGS	2087500	2/25/1931			480			
USGS	2087500	2/26/1931			460			
USGS	2087500	2/27/1931			440			
USGS	2087500	2/28/1931			420			
USGS	2087500	3/1/1931			480			
USGS	2087500	3/2/1931			500			
USGS	2087500	3/3/1931			522			
USGS	2087500	3/4/1931			545			
USGS	2087500	3/5/1931			500			
USGS	2087500	3/6/1931			460			
USGS	2087500	3/7/1931			440			
USGS	2087500	3/8/1931			480			
USGS	2087500	3/9/1931			545			
USGS	2087500	3/10/1931			695			
USGS	2087500	3/11/1931			645			
USGS	2087500	3/12/1931			522			
USGS	2087500	3/13/1931			460			
USGS	2087500	3/14/1931			440			
USGS	2087500	3/15/1931			420			
USGS	2087500	3/16/1931			420			
USGS	2087500	3/17/1931			420			
USGS	2087500	3/18/1931			401			
USGS	2087500	3/19/1931			401			
USGS	2087500	3/20/1931			382			
USGS	2087500	3/21/1931			364			
USGS	2087500	3/22/1931			652			
USGS	2087500	3/23/1931			2130			
USGS	2087500	3/24/1931			1960			
USGS	2087500	3/25/1931			1420			
USGS	2087500	3/26/1931			980			
USGS	2087500	3/27/1931			750			
USGS	2087500	3/28/1931			595			
USGS	2087500	3/29/1931			980			
USGS	2087500	3/30/1931			1220			
USGS	2087500	3/31/1931			1480			
USGS	2087500	4/1/1931			1220			
USGS	2087500	4/2/1931			1750			
USGS	2087500	4/3/1931			2190			
USGS	2087500	4/4/1931			1610			
